merchant_id,ad_id,num_selected_slots,preferred_slot_1,bid_usd_1,preferred_slot_2,bid_usd_2,preferred_slot_3,bid_usd_3,preferred_slot_4,bid_usd_4,preferred_slot_5,bid_usd_5
M009,AD0838z98102d07132025,2,5,46,2,1,,,,,,
M028,AD0839z98101d07172025,4,2,16,4,21,6,46,7,16,,
M020,AD0840z98007d07142025,3,1,36,4,11,7,1,,,,
M019,AD0841z98102d07132025,2,4,6,8,16,,,,,,
M042,AD0842z98005d07172025,2,4,1,8,6,,,,,,
M004,AD0843z98052d07142025,5,8,11,1,21,2,6,3,26,6,16
M020,AD0844z98007d07182025,5,6,36,5,16,7,21,4,16,3,36
M044,AD0845z98115d07122025,5,1,41,8,41,4,36,7,31,3,51
M040,AD0846z98102d07162025,3,2,31,6,21,3,11,,,,
M035,AD0847z98008d07172025,1,6,31,,,,,,,,
M002,AD0848z98004d07132025,4,8,6,2,1,7,6,3,41,,
M038,AD0849z98004d07132025,3,3,6,4,26,8,21,,,,
M041,AD0850z98005d07162025,1,6,36,,,,,,,,
M030,AD0851z98101d07142025,5,7,36,5,36,6,51,3,46,4,21
M012,AD0852z98005d07162025,4,4,31,2,11,7,1,6,6,,
M007,AD0853z98008d07142025,5,3,11,1,21,6,16,4,1,2,26
M012,AD0854z98007d07132025,2,7,51,5,21,,,,,,
M049,AD0855z98008d07162025,4,6,11,2,1,5,31,4,41,,
M003,AD0856z98115d07132025,4,5,51,3,41,8,51,6,46,,
M042,AD0857z98115d07122025,5,8,6,1,21,7,26,5,21,3,16
M001,AD0858z98102d07152025,4,8,41,6,16,1,11,3,46,,
M020,AD0859z98007d07162025,3,7,6,6,26,2,26,,,,
M008,AD0860z98052d07142025,3,5,11,6,51,1,46,,,,
M030,AD0861z98033d07162025,5,7,6,5,46,1,51,6,21,8,16
M006,AD0862z98033d07142025,1,1,36,,,,,,,,
M013,AD0863z98005d07162025,4,4,21,6,11,5,51,7,1,,
M045,AD0864z98052d07172025,2,1,16,4,11,,,,,,
M011,AD0865z98052d07162025,4,7,46,5,6,3,36,6,11,,
M043,AD0866z98008d07182025,5,7,26,8,6,3,26,6,26,4,51
M013,AD0867z98101d07162025,1,8,26,,,,,,,,
M024,AD0868z98005d07132025,5,7,31,4,6,1,11,3,31,2,31
M038,AD0869z98004d07182025,3,5,41,6,46,4,36,,,,
M012,AD0870z98033d07162025,3,3,41,4,11,6,11,,,,
M017,AD0871z98005d07172025,5,3,6,6,51,4,16,8,36,5,46
M017,AD0872z98004d07132025,2,1,1,5,26,,,,,,
M048,AD0873z98102d07142025,5,1,41,7,41,4,1,2,26,3,46
M036,AD0874z98005d07142025,2,3,11,5,16,,,,,,
M009,AD0875z98109d07182025,1,1,1,,,,,,,,
M022,AD0876z98033d07172025,2,3,21,5,36,,,,,,
M024,AD0877z98033d07142025,4,6,16,1,46,3,31,5,21,,
M014,AD0878z98101d07172025,2,2,41,1,31,,,,,,
M046,AD0879z98004d07152025,4,8,46,4,11,1,16,7,41,,
M008,AD0880z98008d07162025,4,7,11,2,36,1,51,5,6,,
M032,AD0881z98005d07152025,3,8,1,5,36,7,36,,,,
M041,AD0882z98005d07122025,2,6,1,8,11,,,,,,
M048,AD0883z98102d07172025,1,4,26,,,,,,,,
M013,AD0884z98005d07172025,3,4,6,6,16,7,31,,,,
M048,AD0885z98008d07142025,2,5,11,7,51,,,,,,
M025,AD0886z98033d07152025,2,7,11,3,31,,,,,,
M039,AD0887z98004d07152025,5,2,46,3,1,4,16,5,41,7,51
M020,AD0888z98007d07142025,2,6,21,4,31,,,,,,
M042,AD0889z98005d07122025,4,8,11,2,31,3,6,6,26,,
M001,AD0890z98102d07152025,3,6,41,7,6,2,31,,,,
M047,AD0891z98005d07182025,5,2,26,7,11,4,21,5,36,8,26
M009,AD0892z98109d07132025,5,6,1,4,41,8,16,2,11,1,41
M008,AD0893z98101d07122025,5,4,1,8,21,1,21,3,51,7,41
M049,AD0894z98008d07162025,3,1,36,4,26,8,31,,,,
M030,AD0895z98109d07182025,3,2,21,8,51,7,41,,,,
M026,AD0896z98052d07122025,1,1,11,,,,,,,,
M021,AD0897z98004d07132025,2,1,21,7,46,,,,,,
M050,AD0898z98005d07182025,3,2,31,5,16,3,36,,,,
M004,AD0899z98052d07132025,1,8,36,,,,,,,,
M003,AD0900z98007d07182025,3,2,6,1,16,6,26,,,,
M036,AD0901z98005d07162025,2,6,41,2,31,,,,,,
M042,AD0902z98101d07182025,3,8,51,3,31,4,21,,,,
M007,AD0903z98109d07182025,4,6,21,1,1,2,26,5,51,,
M045,AD0904z98052d07142025,1,7,36,,,,,,,,
M025,AD0905z98102d07122025,1,1,6,,,,,,,,
M024,AD0906z98007d07152025,2,2,11,1,41,,,,,,
M030,AD0907z98101d07122025,5,5,31,7,51,2,36,4,51,8,51
M044,AD0908z98115d07172025,3,5,1,7,51,8,21,,,,
M030,AD0909z98052d07162025,4,7,21,2,26,6,31,4,36,,
M045,AD0910z98052d07182025,5,5,31,1,26,3,1,8,6,6,46
M021,AD0911z98004d07132025,2,2,46,7,11,,,,,,
M005,AD0912z98052d07182025,5,8,36,6,36,2,51,7,51,1,1
M046,AD0913z98115d07172025,5,3,6,8,16,4,16,1,11,2,16
M023,AD0914z98101d07182025,4,8,31,5,21,4,46,2,6,,
M046,AD0915z98004d07152025,3,3,36,2,46,1,51,,,,
M030,AD0916z98052d07132025,2,7,11,8,11,,,,,,
M030,AD0917z98101d07162025,1,1,51,,,,,,,,
M050,AD0918z98005d07162025,1,1,21,,,,,,,,
M017,AD0919z98052d07162025,4,2,41,3,26,4,41,8,11,,
M006,AD0920z98033d07122025,3,6,21,5,21,4,16,,,,
M016,AD0921z98033d07142025,5,6,51,8,6,2,36,4,26,1,21
M026,AD0922z98008d07182025,2,6,26,5,11,,,,,,
M028,AD0923z98007d07162025,2,2,11,8,6,,,,,,
M021,AD0924z98004d07132025,1,2,26,,,,,,,,
M039,AD0925z98115d07152025,1,7,6,,,,,,,,
M046,AD0926z98004d07132025,2,8,46,6,11,,,,,,
M026,AD0927z98052d07182025,3,7,36,2,11,1,41,,,,
M013,AD0928z98101d07132025,2,8,11,5,21,,,,,,
M011,AD0929z98052d07122025,3,1,11,7,41,6,26,,,,
M041,AD0930z98005d07132025,4,2,1,7,26,8,26,5,41,,
M026,AD0931z98052d07142025,3,1,21,7,51,6,26,,,,
M048,AD0932z98008d07152025,5,8,41,7,21,1,46,4,21,3,16
M036,AD0933z98005d07172025,5,1,11,4,36,5,36,7,51,3,16
M047,AD0934z98052d07152025,5,6,41,4,1,3,1,8,21,1,21
M034,AD0935z98101d07162025,1,4,21,,,,,,,,
M008,AD0936z98101d07162025,1,3,31,,,,,,,,
M041,AD0937z98005d07172025,3,8,46,4,26,5,1,,,,
M028,AD0938z98007d07142025,4,1,26,4,16,8,11,6,26,,
M017,AD0939z98033d07162025,2,2,21,7,46,,,,,,
M050,AD0940z98007d07162025,5,7,26,6,51,8,16,4,26,2,21
M006,AD0941z98109d07122025,4,6,36,7,16,1,11,5,41,,
M029,AD0942z98033d07142025,5,6,36,7,31,2,16,3,16,5,41
M048,AD0943z98008d07152025,3,5,6,3,1,7,1,,,,
M007,AD0944z98052d07122025,2,7,1,6,1,,,,,,
M025,AD0945z98052d07172025,2,7,31,1,6,,,,,,
M017,AD0946z98033d07122025,5,5,1,2,31,6,41,7,16,8,21
M006,AD0947z98005d07132025,2,4,36,6,31,,,,,,
M011,AD0948z98052d07152025,1,2,31,,,,,,,,
M002,AD0949z98004d07132025,3,4,16,6,31,1,11,,,,
M016,AD0950z98033d07122025,3,2,51,7,41,6,11,,,,
M023,AD0951z98102d07172025,3,1,21,7,26,2,31,,,,
M012,AD0952z98033d07142025,1,3,36,,,,,,,,
M019,AD0953z98102d07122025,3,4,36,1,26,7,31,,,,
M034,AD0954z98101d07172025,3,6,21,7,36,4,16,,,,
M032,AD0955z98005d07132025,4,8,11,7,21,4,46,1,41,,
M008,AD0956z98052d07172025,5,8,51,5,41,3,51,6,36,1,16
M037,AD0957z98033d07122025,3,7,46,5,16,2,26,,,,
M046,AD0958z98007d07122025,3,2,11,6,41,8,11,,,,
M040,AD0959z98115d07162025,5,8,11,5,41,3,31,1,36,4,51
M007,AD0960z98109d07132025,1,5,36,,,,,,,,
M010,AD0961z98008d07132025,2,4,26,8,36,,,,,,
M033,AD0962z98115d07142025,3,5,21,8,31,4,16,,,,
M042,AD0963z98033d07182025,3,3,16,7,16,8,16,,,,
M005,AD0964z98033d07122025,1,8,1,,,,,,,,
M029,AD0965z98033d07172025,5,2,21,1,46,8,1,6,36,7,11
M010,AD0966z98008d07142025,1,6,1,,,,,,,,
M042,AD0967z98102d07152025,2,3,1,4,36,,,,,,
M031,AD0968z98052d07152025,3,7,1,6,36,8,16,,,,
M011,AD0969z98052d07152025,3,6,51,3,26,1,11,,,,
M011,AD0970z98052d07172025,5,2,41,7,46,8,16,5,6,1,26
M022,AD0971z98052d07142025,1,8,51,,,,,,,,
M049,AD0972z98005d07142025,4,2,11,5,16,3,26,6,21,,
M010,AD0973z98008d07142025,4,7,46,8,51,3,6,6,51,,
M028,AD0974z98102d07122025,1,5,51,,,,,,,,
M002,AD0975z98004d07152025,2,4,16,3,11,,,,,,
M022,AD0976z98052d07132025,3,8,26,5,16,2,16,,,,
M010,AD0977z98115d07152025,2,5,6,6,6,,,,,,
M039,AD0978z98007d07142025,4,5,51,1,36,7,31,6,31,,
M005,AD0979z98033d07162025,5,7,11,2,1,1,21,8,46,6,1
M010,AD0980z98115d07182025,3,2,16,8,21,1,16,,,,
M010,AD0981z98115d07182025,3,3,11,4,6,1,36,,,,
M022,AD0982z98052d07152025,3,4,31,1,6,3,16,,,,
M023,AD0983z98102d07132025,5,1,1,3,51,6,41,2,16,5,6
M027,AD0984z98115d07132025,3,3,36,2,46,4,36,,,,
M046,AD0985z98007d07142025,5,5,1,2,1,6,31,4,31,7,26
M003,AD0986z98115d07132025,1,5,51,,,,,,,,
M033,AD0987z98007d07152025,5,5,51,7,1,8,51,1,46,3,1
M026,AD0988z98109d07162025,3,8,11,2,36,4,1,,,,
M047,AD0989z98102d07152025,3,1,11,5,11,3,31,,,,
M019,AD0990z98102d07132025,3,7,16,2,21,6,6,,,,
M040,AD0991z98033d07132025,4,3,16,6,1,5,36,2,16,,
M007,AD0992z98008d07142025,1,7,6,,,,,,,,
M020,AD0993z98007d07162025,1,7,31,,,,,,,,
M008,AD0994z98052d07152025,1,7,16,,,,,,,,
M048,AD0995z98005d07122025,2,6,36,7,51,,,,,,
M045,AD0996z98052d07162025,5,3,41,2,26,8,6,1,21,6,31
M039,AD0997z98004d07132025,4,2,1,1,1,7,36,6,1,,
M019,AD0998z98102d07142025,1,4,16,,,,,,,,
M044,AD0999z98115d07132025,5,4,11,1,36,5,16,8,1,7,51
M035,AD1000z98033d07132025,5,6,36,5,46,2,1,4,6,3,36
